EndUID,Has_Hammer,PowerPlayBool,EndID,PrevScoreDiff,PrevEndDiff,Result
24250026_12_4_20_2,0,0.0,2,3.0,3.0,1
24250026_12_4_20_3,0,0.0,3,4.0,1.0,2
24250026_12_4_20_4,0,0.0,4,6.0,2.0,1
24250026_12_4_20_5,0,0.0,5,7.0,1.0,0
24250026_12_4_20_6,1,0.0,6,4.0,-3.0,2
24250026_12_5_16_1,0,0.0,1,0.0,0.0,0
24250026_12_5_16_2,1,0.0,2,-4.0,-4.0,3
24250026_12_5_16_3,0,0.0,3,-1.0,3.0,0
24250026_12_5_16_4,1,0.0,4,-3.0,-2.0,0
24250026_12_5_16_5,1,1.0,5,-4.0,-1.0,2
24250026_12_5_16_6,0,0.0,6,-2.0,2.0,2
24250026_12_5_16_7,0,0.0,7,0.0,2.0,0
24250026_12_5_16_8,1,0.0,8,-3.0,-3.0,1
24250026_12_5_37_1,1,0.0,1,0.0,0.0,4
24250026_12_5_37_2,0,0.0,2,4.0,4.0,0
24250026_12_5_37_3,1,0.0,3,1.0,-3.0,2
24250026_12_5_37_4,0,0.0,4,3.0,2.0,1
24250026_12_5_37_5,0,0.0,5,4.0,1.0,0
24250026_12_5_37_6,1,1.0,6,2.0,-2.0,0
24250026_12_5_37_7,1,0.0,7,0.0,-2.0,3
24250026_12_5_37_8,0,0.0,8,3.0,3.0,0
24250026_13_1_24_1,1,0.0,1,0.0,0.0,1
24250026_13_1_24_2,0,0.0,2,1.0,1.0,2
24250026_13_1_24_3,0,0.0,3,3.0,2.0,0
24250026_13_1_24_4,1,0.0,4,2.0,-1.0,3
24250026_13_1_24_5,0,0.0,5,5.0,3.0,0
24250026_13_1_24_6,1,0.0,6,4.0,-1.0,1
24250026_13_1_24_7,0,0.0,7,5.0,1.0,1
24250026_13_1_43_1,0,0.0,1,0.0,0.0,0
24250026_13_1_43_2,1,0.0,2,-1.0,-1.0,0
24250026_13_1_43_3,1,0.0,3,-3.0,-2.0,1
24250026_13_1_43_4,0,0.0,4,-2.0,1.0,0
24250026_13_1_43_5,1,1.0,5,-5.0,-3.0,1
24250026_13_1_43_6,0,0.0,6,-4.0,1.0,0
24250026_13_1_43_7,1,0.0,7,-5.0,-1.0,0
24250026_13_2_14_1,0,0.0,1,0.0,0.0,0
24250026_13_2_14_2,1,0.0,2,-1.0,-1.0,2
24250026_13_2_14_3,0,0.0,3,1.0,2.0,0
24250026_13_2_14_4,1,0.0,4,-1.0,-2.0,0
24250026_13_2_14_5,1,0.0,5,-2.0,-1.0,3
24250026_13_2_14_6,0,0.0,6,1.0,3.0,0
24250026_13_2_14_7,1,1.0,7,0.0,-1.0,2
24250026_13_2_14_8,0,0.0,8,2.0,2.0,0
24250026_13_2_19_1,1,0.0,1,0.0,0.0,1
24250026_13_2_19_2,0,0.0,2,1.0,1.0,0
24250026_13_2_19_3,1,0.0,3,-1.0,-2.0,2
24250026_13_2_19_4,0,0.0,4,1.0,2.0,1
24250026_13_2_19_5,0,0.0,5,2.0,1.0,0
24250026_13_2_19_6,1,1.0,6,-1.0,-3.0,1
24250026_13_2_19_7,0,0.0,7,0.0,1.0,0
24250026_13_2_19_8,1,0.0,8,-2.0,-2.0,1
24250026_13_3_15_1,0,0.0,1,0.0,0.0,0
24250026_13_3_15_2,1,0.0,2,-1.0,-1.0,1
24250026_13_3_15_3,0,0.0,3,0.0,1.0,0
24250026_13_3_15_4,1,0.0,4,-2.0,-2.0,0
24250026_13_3_15_5,1,1.0,5,-3.0,-1.0,1
24250026_13_3_15_6,0,0.0,6,-2.0,1.0,0
24250026_13_3_15_7,1,0.0,7,-4.0,-2.0,3
24250026_13_3_15_8,0,0.0,8,-1.0,3.0,0
24250026_13_3_25_1,1,0.0,1,0.0,0.0,1
24250026_13_3_25_2,0,0.0,2,1.0,1.0,0
24250026_13_3_25_3,1,0.0,3,0.0,-1.0,2
24250026_13_3_25_4,0,0.0,4,2.0,2.0,1
24250026_13_3_25_5,0,0.0,5,3.0,1.0,0
24250026_13_3_25_6,1,0.0,6,2.0,-1.0,2
24250026_13_3_25_7,0,0.0,7,4.0,2.0,0
24250026_13_3_25_8,1,1.0,8,1.0,-3.0,1
24250026_13_4_11_1,1,0.0,1,0.0,0.0,1
24250026_13_4_11_2,0,0.0,2,1.0,1.0,0
24250026_13_4_11_3,1,0.0,3,-1.0,-2.0,1
24250026_13_4_11_4,0,0.0,4,0.0,1.0,0
24250026_13_4_11_5,1,0.0,5,-1.0,-1.0,1
24250026_13_4_11_6,0,0.0,6,0.0,1.0,0
24250026_13_4_11_7,1,1.0,7,-2.0,-2.0,1
24250026_13_4_11_8,0,0.0,8,-1.0,1.0,0
24250026_13_4_44_1,0,0.0,1,0.0,0.0,0
24250026_13_4_44_2,1,0.0,2,-1.0,-1.0,2
24250026_13_4_44_3,0,0.0,3,1.0,2.0,0
24250026_13_4_44_4,1,0.0,4,0.0,-1.0,1
24250026_13_4_44_5,0,0.0,5,1.0,1.0,0
24250026_13_4_44_6,1,0.0,6,0.0,-1.0,2
24250026_13_4_44_7,0,0.0,7,2.0,2.0,0
24250026_13_4_44_8,1,1.0,8,1.0,-1.0,1
24250026_13_5_10_1,1,0.0,1,0.0,0.0,2
24250026_13_5_10_2,0,0.0,2,2.0,2.0,2
24250026_13_5_10_3,0,0.0,3,4.0,2.0,2
24250026_13_5_10_4,0,0.0,4,6.0,2.0,2
24250026_13_5_10_5,0,0.0,5,8.0,2.0,0
24250026_13_5_10_6,1,1.0,6,6.0,-2.0,5
24250026_13_5_12_1,0,0.0,1,0.0,0.0,0
24250026_13_5_12_2,1,0.0,2,-2.0,-2.0,0
24250026_13_5_12_3,1,1.0,3,-4.0,-2.0,0
24250026_13_5_12_4,1,0.0,4,-6.0,-2.0,0
24250026_13_5_12_5,1,0.0,5,-8.0,-2.0,2
24250026_13_5_12_6,0,0.0,6,-6.0,2.0,0
24250026_14_1_17_1,0,0.0,1,0.0,0.0,0
24250026_14_1_17_2,1,0.0,2,-1.0,-1.0,0
24250026_14_1_17_3,1,1.0,3,-4.0,-3.0,1
24250026_14_1_17_4,0,0.0,4,-3.0,1.0,1
24250026_14_1_17_5,0,0.0,5,-2.0,1.0,0
24250026_14_1_17_6,1,0.0,6,-4.0,-2.0,3
24250026_14_1_17_7,0,0.0,7,-1.0,3.0,2
24250026_14_1_17_8,0,0.0,8,1.0,2.0,0
24250026_14_1_46_1,1,0.0,1,0.0,0.0,1
24250026_14_1_46_2,0,0.0,2,1.0,1.0,3
24250026_14_1_46_3,0,0.0,3,4.0,3.0,0
24250026_14_1_46_4,1,0.0,4,3.0,-1.0,0
24250026_14_1_46_5,1,0.0,5,2.0,-1.0,2
24250026_14_1_46_6,0,0.0,6,4.0,2.0,0
24250026_14_1_46_7,1,1.0,7,1.0,-3.0,0
24250026_14_1_46_8,1,0.0,8,-1.0,-2.0,2
24250026_14_2_20_1,0,0.0,1,0.0,0.0,1
24250026_14_2_20_2,0,0.0,2,1.0,1.0,0
24250026_14_2_20_3,1,0.0,3,0.0,-1.0,1
24250026_14_2_20_4,0,0.0,4,1.0,1.0,0
24250026_14_2_20_5,1,0.0,5,-1.0,-2.0,1
24250026_14_2_20_6,0,0.0,6,0.0,1.0,0
24250026_14_2_20_7,1,1.0,7,-3.0,-3.0,3
24250026_14_2_20_8,0,0.0,8,0.0,3.0,0
24250026_14_2_37_1,1,0.0,1,0.0,0.0,0
24250026_14_2_37_2,1,0.0,2,-1.0,-1.0,1
24250026_14_2_37_3,0,0.0,3,0.0,1.0,0
24250026_14_2_37_4,1,0.0,4,-1.0,-1.0,2
24250026_14_2_37_5,0,0.0,5,1.0,2.0,0
24250026_14_2_37_6,1,1.0,6,0.0,-1.0,3
24250026_14_2_37_7,0,0.0,7,3.0,3.0,0
24250026_14_2_37_8,1,0.0,8,0.0,-3.0,1
24250026_14_3_16_1,1,0.0,1,0.0,0.0,4
24250026_14_3_16_2,0,0.0,2,4.0,4.0,1
24250026_14_3_16_3,0,0.0,3,5.0,1.0,0
24250026_14_3_16_4,1,0.0,4,3.0,-2.0,2
24250026_14_3_16_5,0,0.0,5,5.0,2.0,1
24250026_14_3_16_6,0,0.0,6,6.0,1.0,0
24250026_14_3_16_7,1,1.0,7,5.0,-1.0,1
24250026_14_3_51_1,0,0.0,1,0.0,0.0,0
24250026_14_3_51_2,1,0.0,2,-4.0,-4.0,0
24250026_14_3_51_3,1,1.0,3,-5.0,-1.0,2
24250026_14_3_51_4,0,0.0,4,-3.0,2.0,0
24250026_14_3_51_5,1,0.0,5,-5.0,-2.0,0
24250026_14_3_51_6,1,0.0,6,-6.0,-1.0,1
24250026_14_3_51_7,0,0.0,7,-5.0,1.0,0
24250026_14_4_18_1,1,0.0,1,0.0,0.0,2
24250026_14_4_18_2,0,0.0,2,2.0,2.0,0
24250026_14_4_18_3,1,0.0,3,0.0,-2.0,1
24250026_14_4_18_4,0,0.0,4,1.0,1.0,0
24250026_14_4_18_5,1,0.0,5,-1.0,-2.0,2
24250026_14_4_18_6,0,0.0,6,1.0,2.0,0
24250026_14_4_18_7,1,1.0,7,-2.0,-3.0,2
24250026_14_4_18_8,0,0.0,8,0.0,2.0,0
24250026_14_4_30_1,0,0.0,1,0.0,0.0,0
24250026_14_4_30_2,1,0.0,2,-2.0,-2.0,2
24250026_14_4_30_3,0,0.0,3,0.0,2.0,0
24250026_14_4_30_4,1,0.0,4,-1.0,-1.0,2
24250026_14_4_30_5,0,0.0,5,1.0,2.0,0
24250026_14_4_30_6,1,1.0,6,-1.0,-2.0,3
24250026_14_4_30_7,0,0.0,7,2.0,3.0,0
24250026_14_4_30_8,1,0.0,8,0.0,-2.0,1
24250026_14_5_22_1,0,0.0,1,0.0,0.0,0
24250026_14_5_22_2,1,0.0,2,-1.0,-1.0,1
24250026_14_5_22_3,0,0.0,3,0.0,1.0,1
24250026_14_5_22_4,0,0.0,4,1.0,1.0,1
24250026_14_5_22_5,0,0.0,5,2.0,1.0,2
24250026_14_5_22_6,0,0.0,6,4.0,2.0,1
24250026_14_5_22_7,0,0.0,7,5.0,1.0,0
24250026_14_5_22_8,1,1.0,8,4.0,-1.0,0
24250026_14_5_34_1,1,0.0,1,0.0,0.0,1
24250026_14_5_34_2,0,0.0,2,1.0,1.0,0
24250026_14_5_34_3,1,0.0,3,0.0,-1.0,0
24250026_14_5_34_4,1,0.0,4,-1.0,-1.0,0
24250026_14_5_34_5,1,0.0,5,-2.0,-1.0,0
24250026_14_5_34_6,1,1.0,6,-4.0,-2.0,0
24250026_14_5_34_7,1,0.0,7,-5.0,-1.0,1
24250026_14_5_34_8,0,0.0,8,-4.0,1.0,0
24250026_15_1_14_1,1,0.0,1,0.0,0.0,3
24250026_15_1_14_2,0,0.0,2,3.0,3.0,1
24250026_15_1_14_3,0,0.0,3,4.0,1.0,1
24250026_15_1_14_4,0,0.0,4,5.0,1.0,1
24250026_15_1_14_5,0,0.0,5,6.0,1.0,1
24250026_15_1_14_6,0,0.0,6,7.0,1.0,0
24250026_15_1_15_1,0,0.0,1,0.0,0.0,0
24250026_15_1_15_2,1,0.0,2,-3.0,-3.0,0
24250026_15_1_15_3,1,1.0,3,-4.0,-1.0,0
24250026_15_1_15_4,1,0.0,4,-5.0,-1.0,0
24250026_15_1_15_5,1,0.0,5,-6.0,-1.0,0
24250026_15_1_15_6,1,0.0,6,-7.0,-1.0,1
24250026_15_2_11_1,1,0.0,1,0.0,0.0,1
24250026_15_2_11_2,0,0.0,2,1.0,1.0,0
24250026_15_2_11_3,1,0.0,3,-1.0,-2.0,0
24250026_15_2_11_4,1,1.0,4,-3.0,-2.0,0
24250026_15_2_11_5,1,0.0,5,-4.0,-1.0,1
24250026_15_2_11_6,0,0.0,6,-3.0,1.0,1
24250026_15_2_11_7,0,0.0,7,-2.0,1.0,0
24250026_15_2_12_1,0,0.0,1,0.0,0.0,0
24250026_15_2_12_2,1,0.0,2,-1.0,-1.0,2
24250026_15_2_12_3,0,0.0,3,1.0,2.0,2
24250026_15_2_12_4,0,0.0,4,3.0,2.0,1
24250026_15_2_12_5,0,0.0,5,4.0,1.0,0
24250026_15_2_12_6,1,1.0,6,3.0,-1.0,0
24250026_15_2_12_7,1,0.0,7,2.0,-1.0,5
24250026_15_3_19_1,1,0.0,1,0.0,0.0,0
24250026_15_3_19_2,1,0.0,2,-1.0,-1.0,0
24250026_15_3_19_3,1,0.0,3,-3.0,-2.0,1
24250026_15_3_19_4,0,0.0,4,-2.0,1.0,0
24250026_15_3_19_5,1,1.0,5,-4.0,-2.0,2
24250026_15_3_19_6,0,0.0,6,-2.0,2.0,0
24250026_15_3_19_7,1,0.0,7,-3.0,-1.0,1
24250026_15_3_19_8,0,0.0,8,-2.0,1.0,0
24250026_15_3_24_1,0,0.0,1,0.0,0.0,1
24250026_15_3_24_2,0,0.0,2,1.0,1.0,2
24250026_15_3_24_3,0,0.0,3,3.0,2.0,0
24250026_15_3_24_4,1,0.0,4,2.0,-1.0,2
24250026_15_3_24_5,0,0.0,5,4.0,2.0,0
24250026_15_3_24_6,1,0.0,6,2.0,-2.0,1
24250026_15_3_24_7,0,0.0,7,3.0,1.0,0
24250026_15_3_24_8,1,1.0,8,2.0,-1.0,0
24250026_15_4_10_1,1,0.0,1,0.0,0.0,1
24250026_15_4_10_2,0,0.0,2,1.0,1.0,0
24250026_15_4_10_3,1,0.0,3,0.0,-1.0,1
24250026_15_4_10_4,0,0.0,4,1.0,1.0,0
24250026_15_4_10_5,1,0.0,5,-1.0,-2.0,3
24250026_15_4_10_6,0,0.0,6,2.0,3.0,0
24250026_15_4_10_7,1,1.0,7,1.0,-1.0,1
24250026_15_4_10_8,0,0.0,8,2.0,1.0,3
24250026_15_4_43_1,0,0.0,1,0.0,0.0,0
24250026_15_4_43_2,1,0.0,2,-1.0,-1.0,1
24250026_15_4_43_3,0,0.0,3,0.0,1.0,0
24250026_15_4_43_4,1,0.0,4,-1.0,-1.0,2
24250026_15_4_43_5,0,0.0,5,1.0,2.0,0
24250026_15_4_43_6,1,1.0,6,-2.0,-3.0,1
24250026_15_4_43_7,0,0.0,7,-1.0,1.0,0
24250026_15_4_43_8,1,0.0,8,-2.0,-1.0,0
24250026_15_5_25_1,0,0.0,1,0.0,0.0,1
24250026_15_5_25_2,0,0.0,2,1.0,1.0,0
24250026_15_5_25_3,1,0.0,3,-2.0,-3.0,0
24250026_15_5_25_4,1,0.0,4,-5.0,-3.0,0
24250026_15_5_25_5,1,1.0,5,-6.0,-1.0,3
24250026_15_5_25_6,0,0.0,6,-3.0,3.0,1
24250026_15_5_25_7,0,0.0,7,-2.0,1.0,0
24250026_15_5_25_8,1,0.0,8,-4.0,-2.0,0
24250026_15_5_44_1,1,0.0,1,0.0,0.0,0
24250026_15_5_44_2,1,0.0,2,-1.0,-1.0,3
24250026_15_5_44_3,0,0.0,3,2.0,3.0,3
24250026_15_5_44_4,0,0.0,4,5.0,3.0,1
24250026_15_5_44_5,0,0.0,5,6.0,1.0,0
24250026_15_5_44_6,1,1.0,6,3.0,-3.0,0
24250026_15_5_44_7,1,0.0,7,2.0,-1.0,2
24250026_15_5_44_8,0,0.0,8,4.0,2.0,0
24250026_16_1_16_1,0,0.0,1,0.0,0.0,0
24250026_16_1_16_2,1,0.0,2,-2.0,-2.0,0
24250026_16_1_16_3,1,0.0,3,-3.0,-1.0,1
24250026_16_1_16_4,0,0.0,4,-2.0,1.0,0
24250026_16_1_16_5,1,1.0,5,-4.0,-2.0,2
24250026_16_1_16_6,0,0.0,6,-2.0,2.0,2
24250026_16_1_16_7,0,0.0,7,0.0,2.0,0
24250026_16_1_16_8,1,0.0,8,-1.0,-1.0,3
24250026_16_1_20_1,1,0.0,1,0.0,0.0,2
24250026_16_1_20_2,0,0.0,2,2.0,2.0,1
24250026_16_1_20_3,0,0.0,3,3.0,1.0,0
24250026_16_1_20_4,1,0.0,4,2.0,-1.0,2
24250026_16_1_20_5,0,0.0,5,4.0,2.0,0
24250026_16_1_20_6,1,0.0,6,2.0,-2.0,0
24250026_16_1_20_7,1,1.0,7,0.0,-2.0,1
24250026_16_1_20_8,0,0.0,8,1.0,1.0,0
24250026_16_2_22_1,0,0.0,1,0.0,0.0,0
24250026_16_2_22_2,1,0.0,2,-1.0,-1.0,0
24250026_16_2_22_3,1,0.0,3,-2.0,-1.0,1
24250026_16_2_22_4,0,0.0,4,-1.0,1.0,0
24250026_16_2_22_5,1,0.0,5,-2.0,-1.0,2
24250026_16_2_22_6,0,0.0,6,0.0,2.0,0
24250026_16_2_22_7,1,1.0,7,-1.0,-1.0,2
24250026_16_2_22_8,0,0.0,8,1.0,2.0,0
24250026_16_2_30_1,1,0.0,1,0.0,0.0,1
24250026_16_2_30_2,0,0.0,2,1.0,1.0,1
24250026_16_2_30_3,0,0.0,3,2.0,1.0,0
24250026_16_2_30_4,1,0.0,4,1.0,-1.0,1
24250026_16_2_30_5,0,0.0,5,2.0,1.0,0
24250026_16_2_30_6,1,0.0,6,0.0,-2.0,1
24250026_16_2_30_7,0,0.0,7,1.0,1.0,0
24250026_16_2_30_8,1,1.0,8,-1.0,-2.0,3
24250026_16_3_17_1,1,0.0,1,0.0,0.0,3
24250026_16_3_17_2,0,0.0,2,3.0,3.0,0
24250026_16_3_17_3,1,0.0,3,0.0,-3.0,1
24250026_16_3_17_4,0,0.0,4,1.0,1.0,0
24250026_16_3_17_5,1,0.0,5,-1.0,-2.0,4
24250026_16_3_17_6,0,0.0,6,3.0,4.0,0
24250026_16_3_17_7,1,1.0,7,0.0,-3.0,0
24250026_16_3_17_8,1,0.0,8,-1.0,-1.0,1
24250026_16_3_17_9,0,0.0,9,0.0,1.0,1
24250026_16_3_37_1,0,0.0,1,0.0,0.0,0
24250026_16_3_37_2,1,0.0,2,-3.0,-3.0,3
24250026_16_3_37_3,0,0.0,3,0.0,3.0,0
24250026_16_3_37_4,1,0.0,4,-1.0,-1.0,2
24250026_16_3_37_5,0,0.0,5,1.0,2.0,0
24250026_16_3_37_6,1,1.0,6,-3.0,-4.0,3
24250026_16_3_37_7,0,0.0,7,0.0,3.0,1
24250026_16_3_37_8,0,0.0,8,1.0,1.0,0
24250026_16_3_37_9,1,0.0,9,0.0,-1.0,0
24250026_16_4_34_1,0,0.0,1,0.0,0.0,0
24250026_16_4_34_2,1,0.0,2,-3.0,-3.0,1
24250026_16_4_34_3,0,0.0,3,-2.0,1.0,0
24250026_16_4_34_4,1,0.0,4,-3.0,-1.0,1
24250026_16_4_34_5,0,0.0,5,-2.0,1.0,0
24250026_16_4_34_6,1,1.0,6,-3.0,-1.0,1
24250026_16_4_34_7,0,0.0,7,-2.0,1.0,0
24250026_16_4_46_1,1,0.0,1,0.0,0.0,3
24250026_16_4_46_2,0,0.0,2,3.0,3.0,0
24250026_16_4_46_3,1,0.0,3,2.0,-1.0,1
24250026_16_4_46_4,0,0.0,4,3.0,1.0,0
24250026_16_4_46_5,1,0.0,5,2.0,-1.0,1
24250026_16_4_46_6,0,0.0,6,3.0,1.0,0
24250026_16_4_46_7,1,1.0,7,2.0,-1.0,3
24250026_16_5_18_1,0,0.0,1,0.0,0.0,0
24250026_16_5_18_2,1,0.0,2,-2.0,-2.0,3
24250026_16_5_18_3,0,0.0,3,1.0,3.0,1
24250026_16_5_18_4,0,0.0,4,2.0,1.0,1
24250026_16_5_18_5,0,0.0,5,3.0,1.0,0
24250026_16_5_18_6,1,0.0,6,2.0,-1.0,3
24250026_16_5_18_7,0,0.0,7,5.0,3.0,1
24250026_16_5_51_1,1,0.0,1,0.0,0.0,2
24250026_16_5_51_2,0,0.0,2,2.0,2.0,0
24250026_16_5_51_3,1,0.0,3,-1.0,-3.0,0
24250026_16_5_51_4,1,0.0,4,-2.0,-1.0,0
24250026_16_5_51_5,1,1.0,5,-3.0,-1.0,1
24250026_16_5_51_6,0,0.0,6,-2.0,1.0,0
24250026_16_5_51_7,1,0.0,7,-5.0,-3.0,0
24250026_17_1_12_1,0,0.0,1,0.0,0.0,1
24250026_17_1_12_2,0,0.0,2,1.0,1.0,0
24250026_17_1_12_3,1,0.0,3,-1.0,-2.0,0
24250026_17_1_12_4,1,0.0,4,-2.0,-1.0,0
24250026_17_1_12_5,1,1.0,5,-3.0,-1.0,1
24250026_17_1_12_6,0,0.0,6,-2.0,1.0,1
24250026_17_1_12_7,0,0.0,7,-1.0,1.0,0
24250026_17_1_12_8,1,0.0,8,-3.0,-2.0,0
24250026_17_1_19_1,1,0.0,1,0.0,0.0,0
24250026_17_1_19_2,1,0.0,2,-1.0,-1.0,2
24250026_17_1_19_3,0,0.0,3,1.0,2.0,1
24250026_17_1_19_4,0,0.0,4,2.0,1.0,1
24250026_17_1_19_5,0,0.0,5,3.0,1.0,0
24250026_17_1_19_6,1,0.0,6,2.0,-1.0,0
24250026_17_1_19_7,1,1.0,7,1.0,-1.0,2
24250026_17_1_19_8,0,0.0,8,3.0,2.0,1
24250026_17_2_24_1,0,0.0,1,0.0,0.0,2
24250026_17_2_24_2,0,0.0,2,2.0,2.0,1
24250026_17_2_24_3,0,0.0,3,3.0,1.0,0
24250026_17_2_24_4,1,0.0,4,2.0,-1.0,1
24250026_17_2_24_5,0,0.0,5,3.0,1.0,1
24250026_17_2_24_6,0,0.0,6,4.0,1.0,0
24250026_17_2_24_7,1,1.0,7,3.0,-1.0,0
24250026_17_2_24_8,1,0.0,8,1.0,-2.0,0
24250026_17_2_24_9,1,0.0,9,0.0,-1.0,3
24250026_17_2_25_1,1,0.0,1,0.0,0.0,0
24250026_17_2_25_2,1,0.0,2,-2.0,-2.0,0
24250026_17_2_25_3,1,0.0,3,-3.0,-1.0,1
24250026_17_2_25_4,0,0.0,4,-2.0,1.0,0
24250026_17_2_25_5,1,0.0,5,-3.0,-1.0,0
24250026_17_2_25_6,1,1.0,6,-4.0,-1.0,1
24250026_17_2_25_7,0,0.0,7,-3.0,1.0,2
24250026_17_2_25_8,0,0.0,8,-1.0,2.0,1
24250026_17_2_25_9,0,0.0,9,0.0,1.0,0
24250026_17_3_11_1,1,0.0,1,0.0,0.0,0
24250026_17_3_11_2,1,0.0,2,-2.0,-2.0,1
24250026_17_3_11_3,0,0.0,3,-1.0,1.0,0
24250026_17_3_11_4,1,0.0,4,-2.0,-1.0,1
24250026_17_3_11_5,0,0.0,5,-1.0,1.0,0
24250026_17_3_11_6,1,1.0,6,-2.0,-1.0,3
24250026_17_3_11_7,0,0.0,7,1.0,3.0,0
24250026_17_3_11_8,1,0.0,8,0.0,-1.0,1
24250026_17_3_43_1,0,0.0,1,0.0,0.0,2
24250026_17_3_43_2,0,0.0,2,2.0,2.0,0
24250026_17_3_43_3,1,0.0,3,1.0,-1.0,1
24250026_17_3_43_4,0,0.0,4,2.0,1.0,0
24250026_17_3_43_5,1,0.0,5,1.0,-1.0,1
24250026_17_3_43_6,0,0.0,6,2.0,1.0,0
24250026_17_3_43_7,1,1.0,7,-1.0,-3.0,1
24250026_17_3_43_8,0,0.0,8,0.0,1.0,0
24250026_17_4_15_1,0,0.0,1,0.0,0.0,0
24250026_17_4_15_2,1,0.0,2,-1.0,-1.0,0
24250026_17_4_15_3,1,0.0,3,-3.0,-2.0,1
24250026_17_4_15_4,0,0.0,4,-2.0,1.0,1
24250026_17_4_15_5,0,0.0,5,-1.0,1.0,0
24250026_17_4_15_6,1,1.0,6,-4.0,-3.0,2
24250026_17_4_15_7,0,0.0,7,-2.0,2.0,0
24250026_17_4_15_8,1,0.0,8,-3.0,-1.0,0
24250026_17_4_44_1,1,0.0,1,0.0,0.0,1
24250026_17_4_44_2,0,0.0,2,1.0,1.0,2
24250026_17_4_44_3,0,0.0,3,3.0,2.0,0
24250026_17_4_44_4,1,0.0,4,2.0,-1.0,0
24250026_17_4_44_5,1,0.0,5,1.0,-1.0,3
24250026_17_4_44_6,0,0.0,6,4.0,3.0,0
24250026_17_4_44_7,1,1.0,7,2.0,-2.0,1
24250026_17_4_44_8,0,0.0,8,3.0,1.0,1
24250026_17_5_10_1,0,0.0,1,0.0,0.0,0
24250026_17_5_10_2,1,0.0,2,-1.0,-1.0,1
24250026_17_5_10_3,0,0.0,3,0.0,1.0,0
24250026_17_5_10_4,1,0.0,4,-1.0,-1.0,2
24250026_17_5_10_5,0,0.0,5,1.0,2.0,2
24250026_17_5_10_6,0,0.0,6,3.0,2.0,0
24250026_17_5_10_7,1,1.0,7,1.0,-2.0,2
24250026_17_5_10_8,0,0.0,8,3.0,2.0,0
24250026_17_5_10_9,1,0.0,9,0.0,-3.0,0
24250026_17_5_14_1,1,0.0,1,0.0,0.0,1
24250026_17_5_14_2,0,0.0,2,1.0,1.0,0
24250026_17_5_14_3,1,0.0,3,0.0,-1.0,1
24250026_17_5_14_4,0,0.0,4,1.0,1.0,0
24250026_17_5_14_5,1,0.0,5,-1.0,-2.0,0
24250026_17_5_14_6,1,1.0,6,-3.0,-2.0,2
24250026_17_5_14_7,0,0.0,7,-1.0,2.0,0
24250026_17_5_14_8,1,0.0,8,-3.0,-2.0,3
24250026_17_5_14_9,0,0.0,9,0.0,3.0,1
24250026_18_1_22_1,1,0.0,1,0.0,0.0,2
24250026_18_1_22_2,0,0.0,2,2.0,2.0,0
24250026_18_1_22_3,1,0.0,3,1.0,-1.0,1
24250026_18_1_22_4,0,0.0,4,2.0,1.0,0
24250026_18_1_22_5,1,0.0,5,1.0,-1.0,1
24250026_18_1_22_6,0,0.0,6,2.0,1.0,1
24250026_18_1_22_7,0,0.0,7,3.0,1.0,0
24250026_18_1_22_8,1,1.0,8,0.0,-3.0,0
24250026_18_1_22_9,0,0.0,9,0.0,0.0,0
24250026_18_1_37_1,0,0.0,1,0.0,0.0,0
24250026_18_1_37_2,1,0.0,2,-2.0,-2.0,1
24250026_18_1_37_3,0,0.0,3,-1.0,1.0,0
24250026_18_1_37_4,1,0.0,4,-2.0,-1.0,1
24250026_18_1_37_5,0,0.0,5,-1.0,1.0,0
24250026_18_1_37_6,1,1.0,6,-2.0,-1.0,0
24250026_18_1_37_7,1,0.0,7,-3.0,-1.0,3
24250026_18_1_37_8,0,0.0,8,0.0,3.0,0
24250026_18_1_37_9,1,0.0,9,0.0,0.0,1
24250026_18_2_17_1,1,0.0,1,0.0,0.0,0
24250026_18_2_17_2,1,0.0,2,-1.0,-1.0,1
24250026_18_2_17_3,0,0.0,3,0.0,1.0,0
24250026_18_2_17_4,1,0.0,4,-2.0,-2.0,1
24250026_18_2_17_5,0,0.0,5,-1.0,1.0,2
24250026_18_2_17_6,0,0.0,6,1.0,2.0,0
24250026_18_2_17_7,1,1.0,7,0.0,-1.0,3
24250026_18_2_17_8,0,0.0,8,3.0,3.0,0
24250026_18_2_51_1,0,0.0,1,0.0,0.0,1
24250026_18_2_51_2,0,0.0,2,1.0,1.0,0
24250026_18_2_51_3,1,0.0,3,0.0,-1.0,2
24250026_18_2_51_4,0,0.0,4,2.0,2.0,0
24250026_18_2_51_5,1,0.0,5,1.0,-1.0,0
24250026_18_2_51_6,1,0.0,6,-1.0,-2.0,1
24250026_18_2_51_7,0,0.0,7,0.0,1.0,0
24250026_18_2_51_8,1,1.0,8,-3.0,-3.0,0
24250026_18_3_30_1,1,0.0,1,0.0,0.0,0
24250026_18_3_30_2,1,0.0,2,-3.0,-3.0,2
24250026_18_3_30_3,0,0.0,3,-1.0,2.0,0
24250026_18_3_30_4,1,0.0,4,-3.0,-2.0,1
24250026_18_3_30_5,0,0.0,5,-2.0,1.0,0
24250026_18_3_30_6,1,1.0,6,-3.0,-1.0,0
24250026_18_3_30_7,1,0.0,7,-4.0,-1.0,2
24250026_18_3_30_8,0,0.0,8,-2.0,2.0,0
24250026_18_3_46_1,0,0.0,1,0.0,0.0,3
